frame,Hips_x,Hips_y,Hips_z,LeftUpLeg_x,LeftUpLeg_y,LeftUpLeg_z,RightUpLeg_x,RightUpLeg_y,RightUpLeg_z,Spine_x,Spine_y,Spine_z,LeftLeg_x,LeftLeg_y,LeftLeg_z,RightLeg_x,RightLeg_y,RightLeg_z,Spine1_x,Spine1_y,Spine1_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,RightFoot_x,RightFoot_y,RightFoot_z,Spine2_x,Spine2_y,Spine2_z,LeftToeBase_x,LeftToeBase_y,LeftToeBase_z,RightToeBase_x,RightToeBase_y,RightToeBase_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,Neck_x,Neck_y,Neck_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,LeftArm_x,LeftArm_y,LeftArm_z,Head_x,Head_y,Head_z,RightArm_x,RightArm_y,RightArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightHand_x,RightHand_y,RightHand_z,LeftHandIndex1_x,LeftHandIndex1_y,LeftHandIndex1_z,LeftHandMiddle1_x,LeftHandMiddle1_y,LeftHandMiddle1_z,LeftHandPinky1_x,LeftHandPinky1_y,LeftHandPinky1_z,LeftHandRing1_x,LeftHandRing1_y,LeftHandRing1_z,LeftHandThumb1_x,LeftHandThumb1_y,LeftHandThumb1_z,RightHandIndex1_x,RightHandIndex1_y,RightHandIndex1_z,RightHandMiddle1_x,RightHandMiddle1_y,RightHandMiddle1_z,RightHandPinky1_x,RightHandPinky1_y,RightHandPinky1_z,RightHandRing1_x,RightHandRing1_y,RightHandRing1_z,RightHandThumb1_x,RightHandThumb1_y,RightHandThumb1_z,LeftHandIndex2_x,LeftHandIndex2_y,LeftHandIndex2_z,LeftHandMiddle2_x,LeftHandMiddle2_y,LeftHandMiddle2_z,LeftHandPinky2_x,LeftHandPinky2_y,LeftHandPinky2_z,LeftHandRing2_x,LeftHandRing2_y,LeftHandRing2_z,LeftHandThumb2_x,LeftHandThumb2_y,LeftHandThumb2_z,RightHandIndex2_x,RightHandIndex2_y,RightHandIndex2_z,RightHandMiddle2_x,RightHandMiddle2_y,RightHandMiddle2_z,RightHandPinky2_x,RightHandPinky2_y,RightHandPinky2_z,RightHandRing2_x,RightHandRing2_y,RightHandRing2_z,RightHandThumb2_x,RightHandThumb2_y,RightHandThumb2_z,LeftHandIndex3_x,LeftHandIndex3_y,LeftHandIndex3_z,LeftHandMiddle3_x,LeftHandMiddle3_y,LeftHandMiddle3_z,LeftHandPinky3_x,LeftHandPinky3_y,LeftHandPinky3_z,LeftHandRing3_x,LeftHandRing3_y,LeftHandRing3_z,LeftHandThumb3_x,LeftHandThumb3_y,LeftHandThumb3_z,RightHandIndex3_x,RightHandIndex3_y,RightHandIndex3_z,RightHandMiddle3_x,RightHandMiddle3_y,RightHandMiddle3_z,RightHandPinky3_x,RightHandPinky3_y,RightHandPinky3_z,RightHandRing3_x,RightHandRing3_y,RightHandRing3_z,RightHandThumb3_x,RightHandThumb3_y,RightHandThumb3_z
11,-0.112057,0.9748402,0.08830994,-0.1779561,0.8931983,0.111614,-0.02307153,0.9196475,0.06409232,-0.1349477,1.071899,0.06772295,-0.2689526,0.473102,0.2217087,0.1311465,0.5189722,0.1761586,-0.1562511,1.169308,0.05979127,-0.3589683,0.08743221,0.01816754,0.2001116,0.1040277,0.03008497,-0.1734095,1.260769,0.05425322,-0.3701846,0.0001357198,0.1246762,0.2077965,5.304813E-06,0.1206988,-0.2355271,1.36477,0.05792173,-0.1982762,1.42756,0.05173764,-0.1488395,1.377302,0.03178892,-0.3375497,1.354078,0.09288855,-0.1901868,1.515466,0.09346684,-0.04751758,1.396129,-0.001767099,-0.3073681,1.312493,0.366521,-0.02202519,1.350942,0.2717714,-0.1415584,1.373301,0.5880198,-0.02577021,1.324803,0.5538265,-0.07085074,1.357831,0.6479912,-0.08691111,1.360353,0.6650562,-0.1264673,1.354135,0.6740571,-0.1046541,1.358849,0.6720822,-0.1055256,1.356789,0.590203,-0.0533499,1.359349,0.6367693,-0.03045005,1.362868,0.6410964,0.007013574,1.347791,0.6337798,-0.01191969,1.35839,0.6393583,-0.05593695,1.323769,0.5795829,-0.07757796,1.322246,0.64041,-0.09363263,1.324766,0.6574829,-0.1350742,1.319672,0.6682017,-0.1103814,1.328554,0.6656278,-0.0866073,1.32998,0.6162139,-0.05436087,1.322978,0.6434879,-0.03146108,1.326497,0.6478148,0.006030016,1.312403,0.6403167,-0.01284303,1.325172,0.6454942,-0.06309973,1.309597,0.6183463,-0.09234213,1.3342,0.619164,-0.1089148,1.337139,0.6354915,-0.145953,1.32848,0.6525468,-0.1256636,1.340927,0.6436364,-0.1046917,1.321738,0.644027,-0.05261124,1.324202,0.6150679,-0.02965007,1.327764,0.6183978,0.00731907,1.313305,0.6193756,-0.01106905,1.326413,0.6166785,-0.04068542,1.31379,0.6437845
12,-0.1242305,0.9687179,0.09992786,-0.1880776,0.8865051,0.126682,-0.03415053,0.9147182,0.07710783,-0.1494865,1.064405,0.0759641,-0.275647,0.4658831,0.2375462,0.1275568,0.5159246,0.1852609,-0.1730668,1.161191,0.06691727,-0.3588263,0.08732998,0.01833911,0.1993272,0.1044824,0.0308691,-0.1924404,1.252106,0.05990041,-0.3701742,4.732609E-05,0.1248451,0.2079663,2.503395E-06,0.1208686,-0.2567273,1.354784,0.06345029,-0.2212559,1.418168,0.05381916,-0.1716074,1.368444,0.03307371,-0.356688,1.343056,0.1036484,-0.213505,1.506789,0.09407459,-0.07216929,1.388151,-0.005270675,-0.2900803,1.317577,0.3727753,-0.02418264,1.351133,0.2664681,-0.1147625,1.374523,0.5878872,-0.005775496,1.332605,0.5485501,-0.04256821,1.356866,0.6454344,-0.05799328,1.359702,0.663028,-0.09738439,1.354457,0.6732855,-0.07553145,1.358616,0.6706226,-0.07912134,1.357068,0.588806,-0.02731209,1.363618,0.6346195,-0.004266515,1.367898,0.6370882,0.03294618,1.354511,0.6261162,0.01419424,1.364198,0.6336305,-0.03354345,1.329646,0.5767402,-0.05046575,1.321513,0.6378947,-0.06588492,1.324346,0.6554961,-0.1070745,1.320265,0.6675379,-0.08225505,1.328519,0.6642036,-0.06007297,1.329623,0.6140469,-0.02641721,1.327055,0.640218,-0.003371842,1.331335,0.6426864,0.03381671,1.318936,0.6315631,0.01501139,1.330804,0.6387436,-0.03680681,1.314081,0.6154938,-0.06559651,1.333973,0.6172044,-0.08154655,1.337243,0.6340798,-0.1182235,1.329446,0.6522924,-0.09791663,1.341415,0.6427876,-0.07745153,1.321687,0.6423936,-0.02717834,1.329174,0.6118072,-0.004159622,1.333528,0.6132787,0.03325589,1.320497,0.6106288,0.0142397,1.332953,0.6099372,-0.01244298,1.318401,0.6390486
13,-0.1345245,0.9626597,0.1093411,-0.1966357,0.8800364,0.1387825,-0.04367562,0.9097113,0.08711296,-0.1617196,1.057223,0.08314322,-0.2816157,0.4592121,0.2508867,0.1240554,0.5126004,0.1922414,-0.187402,1.153235,0.07184626,-0.3587412,0.0873363,0.01843663,0.1990292,0.1043986,0.0309254,-0.2088602,1.243518,0.06298382,-0.3701699,4.953146E-05,0.1249307,0.2081416,9.715557E-06,0.1209836,-0.2751225,1.344928,0.06666832,-0.2414534,1.408744,0.0539238,-0.1916717,1.35951,0.03234555,-0.3733743,1.332114,0.1105768,-0.2344486,1.498185,0.09246688,-0.09460476,1.37988,-0.01135426,-0.2790016,1.314985,0.371949,-0.01927355,1.34332,0.2541708,-0.0923638,1.373194,0.5769622,0.01207891,1.334249,0.5355728,-0.01831354,1.354667,0.6318146,-0.03295527,1.358059,0.64997,-0.0720064,1.35381,0.6618584,-0.05019356,1.357454,0.6582716,-0.05709786,1.354972,0.5766908,-0.005666733,1.363288,0.6231824,0.0173609,1.368131,0.6245166,0.05427039,1.355904,0.6113797,0.03570142,1.364973,0.6200337,-0.01407959,1.330107,0.5651206,-0.02726538,1.319406,0.6250651,-0.04190091,1.322796,0.6432282,-0.08265202,1.319771,0.6569556,-0.05781487,1.327435,0.6525253,-0.03764572,1.327429,0.6015138,-0.003551513,1.326675,0.6280836,0.01947607,1.331518,0.6294179,0.05632849,1.320281,0.6161485,0.03763339,1.331534,0.62451,-0.0148987,1.313836,0.6037127,-0.04294329,1.331938,0.6048312,-0.05812898,1.335767,0.6222844,-0.09420417,1.329005,0.6420466,-0.07404291,1.340406,0.6315814,-0.05403876,1.320229,0.6306336,-0.005863696,1.329233,0.5997928,0.01708283,1.334166,0.6001344,0.05462474,1.322166,0.5953027,0.03528911,1.334127,0.5958256,0.01055646,1.318411,0.6260331
14,-0.1429117,0.9584767,0.1158947,-0.2033658,0.8755363,0.1477913,-0.05163169,0.9064326,0.09330019,-0.1718722,1.05213,0.08835268,-0.2859502,0.45425,0.2599505,0.121557,0.511153,0.1964626,-0.1995622,1.14718,0.07406675,-0.3588072,0.08733451,0.01841819,0.1989433,0.1048626,0.03150183,-0.2229311,1.23675,0.06305409,-0.3701509,4.756451E-05,0.1249213,0.2082147,1.907349E-05,0.1210141,-0.2908313,1.337068,0.06679913,-0.2588435,1.401106,0.05116466,-0.2090468,1.352198,0.02889024,-0.3876848,1.323458,0.1134872,-0.2526598,1.491431,0.08773412,-0.1147411,1.372686,-0.02043816,-0.2738758,1.307381,0.3670698,-0.00924781,1.330484,0.2337373,-0.07377096,1.371234,0.5571567,0.02846159,1.332059,0.5145004,0.002882794,1.353319,0.6085254,-0.01073037,1.357416,0.6273245,-0.04913803,1.354012,0.6413833,-0.02750736,1.35727,0.6365417,-0.03877947,1.352558,0.5555481,0.01288757,1.36113,0.6025112,0.03589086,1.36622,0.6031836,0.07254286,1.35435,0.5890367,0.05413012,1.363244,0.5981915,0.003192917,1.327715,0.5447843,-0.00681746,1.317999,0.6032881,-0.02042416,1.322093,0.6220947,-0.06041717,1.319988,0.6380436,-0.03576582,1.3272,0.6320828,-0.01834669,1.325483,0.5800963,0.01552947,1.324554,0.6074322,0.03853284,1.329643,0.6081047,0.07511343,1.318763,0.5938247,0.05654311,1.329839,0.602686,0.003636152,1.311534,0.5834203,-0.02340814,1.330152,0.5835571,-0.03759688,1.334672,0.6016713,-0.07264191,1.328942,0.6235049,-0.05293858,1.339779,0.6116596,-0.03324472,1.319327,0.6102408,0.01239268,1.327016,0.5792125,0.03528611,1.332192,0.578895,0.07280207,1.320577,0.5730313,0.05336271,1.332335,0.5740734,0.02966104,1.316435,0.6050024
15,-0.1513894,0.9568465,0.1205508,-0.2098459,0.8734049,0.154778,-0.05978611,0.905935,0.09671807,-0.182396,1.049665,0.09241624,-0.2888884,0.4510499,0.2654606,0.119742,0.51314,0.1985242,-0.2124172,1.143428,0.07473717,-0.3590604,0.08733284,0.01835991,0.198969,0.1070305,0.03399226,-0.2378662,1.232106,0.06137176,-0.3701302,4.601479E-05,0.1248917,0.2081377,1.758337E-05,0.1209105,-0.3074029,1.3313,0.06503298,-0.277172,1.39545,0.04660839,-0.2273295,1.346843,0.0237848,-0.4030269,1.317078,0.1140162,-0.2720644,1.486667,0.08106944,-0.1364131,1.366843,-0.03172022,-0.2756149,1.291915,0.3602844,0.004744455,1.311267,0.2017341,-0.0588389,1.366291,0.5268036,0.04264005,1.325952,0.4820921,0.02153756,1.350569,0.572933,0.009369537,1.355448,0.5925198,-0.02785423,1.352628,0.6095732,-0.006662562,1.355685,0.6029773,-0.02400528,1.347572,0.5233366,0.02816838,1.356654,0.5697365,0.05117647,1.361758,0.5700234,0.08765122,1.349632,0.5556379,0.06935231,1.358693,0.5648574,0.01775755,1.322169,0.5127689,0.01159035,1.315058,0.5699279,-0.0005707294,1.319935,0.5895216,-0.03923698,1.318491,0.6085237,-0.01513119,1.325453,0.6004189,-0.001683667,1.321558,0.5473815,0.03088559,1.320176,0.5753038,0.05389376,1.32528,0.5755907,0.090295,1.31414,0.5610546,0.07183409,1.325377,0.5699421,0.01869482,1.30671,0.5516905,-0.006485119,1.326367,0.5510167,-0.0192802,1.33164,0.5699469,-0.0525557,1.326824,0.594589,-0.03384081,1.337159,0.580844,-0.01424043,1.31667,0.5787978,0.02739184,1.322112,0.547085,0.05027735,1.327284,0.546382,0.08772069,1.315567,0.5402619,0.0682916,1.32734,0.5413305,0.04498835,1.312015,0.5728471
16,-0.1585634,0.9584672,0.1224126,-0.2152975,0.8742597,0.1576479,-0.06658937,0.9088372,0.09733707,-0.1913205,1.050768,0.09456107,-0.2902961,0.4506387,0.2662875,0.1178856,0.5181062,0.198238,-0.2233231,1.143424,0.07465786,-0.3594305,0.08733541,0.0182875,0.1991274,0.1105757,0.03826522,-0.2504593,1.231355,0.05976089,-0.3701226,4.863739E-05,0.1248582,0.2078742,1.549721E-06,0.1206512,-0.3213454,1.329597,0.063205,-0.2924144,1.393861,0.04316463,-0.2423249,1.345602,0.02014342,-0.4164134,1.314863,0.1131105,-0.2885066,1.485588,0.07640897,-0.1541956,1.364697,-0.03998346,-0.2845585,1.270653,0.3543051,0.0170777,1.291904,0.1670955,-0.05415925,1.356913,0.4947604,0.04756226,1.317816,0.4475445,0.02974479,1.344107,0.5351534,0.01899445,1.349453,0.5554354,-0.01678044,1.346604,0.5753462,0.003792956,1.349783,0.5670652,-0.01933523,1.338664,0.4892792,0.03297476,1.350169,0.5345734,0.05599654,1.355214,0.5348205,0.09247006,1.342723,0.5207471,0.07417557,1.352003,0.5297549,0.02259833,1.314668,0.4782268,0.02027754,1.308355,0.5340806,0.009534732,1.313698,0.5543693,-0.02755772,1.312268,0.576286,-0.004267037,1.319346,0.5661519,0.005223468,1.313859,0.5124043,0.03557624,1.313793,0.5408188,0.05859806,1.318837,0.5410659,0.09500124,1.30733,0.5268237,0.07655151,1.31878,0.5354589,0.02340211,1.299927,0.5174292,0.0006185025,1.318711,0.516233,-0.01081406,1.324417,0.5358954,-0.04204336,1.319899,0.5631351,-0.0246159,1.330064,0.547678,-0.004838601,1.309843,0.5448261,0.03215311,1.315218,0.512561,0.05505475,1.320312,0.5118165,0.09247892,1.30838,0.5060022,0.07308078,1.320225,0.5068076,0.04966158,1.305548,0.5385462
17,-0.1657806,0.9626941,0.1226554,-0.2210194,0.8773786,0.1576002,-0.07323498,0.9146444,0.09662348,-0.2000954,1.0547,0.09571792,-0.2912891,0.4523363,0.2638229,0.1143876,0.525091,0.1962665,-0.2338071,1.146475,0.07459537,-0.3599278,0.08733457,0.01819009,0.1993832,0.1152339,0.04439338,-0.2623705,1.233801,0.0588299,-0.370101,4.768372E-05,0.1248113,0.2073987,3.099442E-06,0.1202104,-0.3345118,1.331136,0.06192521,-0.3065631,1.395596,0.041133,-0.2560049,1.347797,0.01817798,-0.4296968,1.315625,0.1113703,-0.304077,1.487541,0.07390912,-0.1703955,1.365176,-0.04597498,-0.3012895,1.23977,0.3464715,0.02964635,1.270558,0.1229796,-0.05952046,1.34064,0.4542924,0.04344814,1.306615,0.4036248,0.02804622,1.331843,0.4873101,0.01893097,1.337281,0.508354,-0.01481341,1.33362,0.5314257,0.004813179,1.337341,0.5212818,-0.02464594,1.323534,0.4461104,0.02803154,1.339989,0.4901236,0.05106898,1.344948,0.4905694,0.08764552,1.332162,0.4770389,0.06928985,1.341612,0.4857408,0.01813583,1.303904,0.4340623,0.01988994,1.295757,0.4878234,0.01078285,1.301193,0.5088732,-0.02415028,1.29895,0.5340304,-0.002130821,1.306619,0.5217187,0.00278388,1.300193,0.4674645,0.03042051,1.303675,0.4967996,0.05345784,1.308634,0.4972453,0.08996995,1.29683,0.4835346,0.07147163,1.308445,0.4918379,0.01844983,1.289597,0.4734318,-0.001646981,1.304965,0.4715869,-0.0115097,1.310724,0.492067,-0.04001959,1.305735,0.5220666,-0.02442327,1.31615,0.5049126,-0.004218861,1.296594,0.5007293,0.02731431,1.304799,0.4684917,0.05024266,1.309797,0.4679441,0.08768113,1.297658,0.4626761,0.06832215,1.309585,0.463136,0.04449733,1.295352,0.4947744
18,-0.171555,0.9674008,0.1222521,-0.2258618,0.8809932,0.1559521,-0.07835878,0.9208007,0.09590749,-0.2068992,1.059318,0.0963643,-0.2922618,0.4548301,0.2601538,0.1098204,0.5310404,0.1936735,-0.2415812,1.150718,0.07518622,-0.3603602,0.08733869,0.01810924,0.199586,0.1191325,0.050333,-0.2709734,1.23775,0.05931787,-0.3700774,5.185604E-05,0.1247731,0.2071944,1.478195E-05,0.1199297,-0.3439668,1.334456,0.06215689,-0.3165416,1.399132,0.04133944,-0.2655245,1.351748,0.0185392,-0.4398631,1.317575,0.1097441,-0.3152416,1.491046,0.07426886,-0.1820403,1.366384,-0.0490092,-0.3232129,1.204713,0.3359517,0.03947356,1.250236,0.07328666,-0.07517467,1.320364,0.4091243,0.03025793,1.293113,0.3531596,0.01545332,1.31642,0.4337514,0.008071959,1.321404,0.4555731,-0.02310821,1.315967,0.4817002,-0.00475207,1.320726,0.4697693,-0.04034412,1.305161,0.3976569,0.01422775,1.326392,0.439584,0.03730766,1.331115,0.4402975,0.07389992,1.317999,0.4271313,0.05554591,1.327608,0.4356593,0.004585862,1.290571,0.383309,0.009355381,1.279945,0.4349276,0.001982749,1.284927,0.4567544,-0.03026025,1.280846,0.4850735,-0.009943634,1.289672,0.4707706,-0.009802371,1.283397,0.4162768,0.0161759,1.290036,0.4461765,0.0392559,1.294759,0.44689,0.07579562,1.282626,0.4335456,0.0573253,1.294404,0.4416803,0.004321739,1.276148,0.4226364,-0.01407948,1.28793,0.4208103,-0.02227423,1.293193,0.4421418,-0.04752804,1.28673,0.4746713,-0.03420065,1.297938,0.456158,-0.01344502,1.2795,0.4500419,0.01339313,1.291273,0.4178396,0.03637548,1.29604,0.4175589,0.07374512,1.283537,0.4126658,0.0545038,1.295659,0.412949,0.03018939,1.281576,0.444281
19,-0.1756699,0.9703019,0.1217348,-0.2295801,0.8829807,0.1536707,-0.08183579,0.9248475,0.09565419,-0.2115256,1.062285,0.09680314,-0.2932882,0.456424,0.2579429,0.1053985,0.5343496,0.1922845,-0.2463845,1.153829,0.07655685,-0.3605577,0.08735406,0.01807814,0.199578,0.1215196,0.05453803,-0.2759917,1.240908,0.06136466,-0.3700694,6.783009E-05,0.1247608,0.2072814,3.731251E-05,0.1199088,-0.34935,1.337328,0.06452668,-0.322071,1.402241,0.04426043,-0.2707819,1.355195,0.02136952,-0.4462887,1.317921,0.1089322,-0.3214986,1.493896,0.07792289,-0.1893397,1.366308,-0.04927235,-0.349408,1.168439,0.3229048,0.04213119,1.230286,0.02444571,-0.1004657,1.29759,0.3629049,0.007620275,1.276181,0.3018534,-0.007809848,1.299431,0.3786205,-0.01334888,1.303255,0.4012083,-0.04138494,1.294868,0.4299838,-0.02464947,1.301261,0.4165305,-0.06596398,1.285244,0.3476407,-0.008340448,1.308213,0.3887601,0.0148491,1.312303,0.3897726,0.05120349,1.298467,0.3766835,0.03303099,1.308399,0.3852312,-0.01839545,1.273749,0.3317159,-0.01125732,1.262595,0.3790923,-0.01678708,1.266418,0.4016842,-0.04575713,1.259245,0.4327893,-0.02758452,1.269901,0.416932,-0.03233507,1.265197,0.3624869,-0.007421464,1.271698,0.3946627,0.01576802,1.275788,0.3956752,0.05209759,1.26294,0.3824265,0.03387031,1.27505,0.3906222,-0.01941633,1.258586,0.3707519,-0.0364489,1.269284,0.3675639,-0.04286245,1.273341,0.3897513,-0.06431933,1.264173,0.4242947,-0.05366001,1.276824,0.4049991,-0.0323894,1.260095,0.3962877,-0.009901047,1.273552,0.3663314,0.0132014,1.277707,0.3663498,0.05027047,1.264306,0.3615509,0.0313561,1.27693,0.3618963,0.006379679,1.262905,0.3927294
20,-0.1787561,0.9690676,0.1202717,-0.2328984,0.8809907,0.149636,-0.08433422,0.9244087,0.09494893,-0.2145014,1.061391,0.0964633,-0.2941263,0.4555115,0.2596387,0.1016479,0.534045,0.1944951,-0.248618,1.15365,0.07830766,-0.360453,0.08736479,0.01809819,0.1992322,0.1222375,0.05605903,-0.277692,1.241217,0.06500438,-0.3700717,7.82609E-05,0.1247711,0.2074646,5.972385E-05,0.1200544,-0.3507487,1.337795,0.0698512,-0.3231212,1.403051,0.05122459,-0.2718391,1.356353,0.02761832,-0.4489535,1.314245,0.1091806,-0.3227118,1.493968,0.0868363,-0.192361,1.363984,-0.04567291,-0.3808738,1.129901,0.3064045,0.03639005,1.20771,-0.01798667,-0.1352049,1.270329,0.3197793,-0.0251288,1.254447,0.2545633,-0.04189909,1.27889,0.3272777,-0.04553719,1.280534,0.3505064,-0.06995705,1.267666,0.3808787,-0.05513282,1.276448,0.3665586,-0.1014608,1.262142,0.3005413,-0.04102507,1.283675,0.3424642,-0.01767676,1.286486,0.3440327,0.01814492,1.271295,0.3309783,0.0003585815,1.281815,0.3396336,-0.0517927,1.252169,0.2838609,-0.04240119,1.241962,0.3250297,-0.04602954,1.243605,0.3482616,-0.07124847,1.23169,0.3811291,-0.05556025,1.245009,0.3646448,-0.06510679,1.243987,0.3106374,-0.04212566,1.246951,0.3468391,-0.01877728,1.249762,0.3484077,0.01707409,1.235564,0.3352349,-0.0006465167,1.248274,0.3436292,-0.05433755,1.235488,0.3222017,-0.06902314,1.247318,0.316379,-0.07358562,1.249149,0.3393072,-0.0908647,1.235636,0.3747549,-0.08311637,1.250552,0.3556904,-0.06153473,1.236394,0.3437756,-0.04397218,1.250099,0.3185737,-0.02068867,1.25302,0.3191505,0.01571353,1.237883,0.3144078,-0.002518803,1.251466,0.3149703,-0.02876876,1.237526,0.3447667
21,-0.1822042,0.9609945,0.1162012,-0.237202,0.872331,0.1419931,-0.08726959,0.9167676,0.09206531,-0.2171956,1.053975,0.09387636,-0.2948928,0.4505961,0.267267,0.09813753,0.5288203,0.201627,-0.2496994,1.147395,0.0789914,-0.3601176,0.08732843,0.01815802,0.1985558,0.1209075,0.05399261,-0.277446,1.235846,0.0691568,-0.3700811,4.082918E-05,0.1247984,0.2077136,4.583597E-05,0.1203187,-0.3494219,1.332981,0.0776696,-0.3208027,1.398693,0.06246036,-0.269781,1.352527,0.03729612,-0.4489522,1.30404,0.1093192,-0.320106,1.488039,0.1018457,-0.1917708,1.358029,-0.03774215,-0.4182691,1.088367,0.2826937,0.02349481,1.181875,-0.04979943,-0.1773251,1.237358,0.2828652,-0.06599821,1.230114,0.2146174,-0.08469844,1.253157,0.2853477,-0.08667241,1.251479,0.308774,-0.1076001,1.232701,0.3386706,-0.09465873,1.24453,0.3247235,-0.1446031,1.234741,0.2605443,-0.08369021,1.254919,0.3035291,-0.0602938,1.255763,0.3062495,-0.02517022,1.238629,0.2937142,-0.04248342,1.249962,0.3023028,-0.09409437,1.22812,0.2425661,-0.08242743,1.216925,0.2782007,-0.08439137,1.215247,0.3016296,-0.1059987,1.197019,0.3341734,-0.09272537,1.213684,0.3186388,-0.1062542,1.218749,0.2657212,-0.08780028,1.218196,0.3054057,-0.06440383,1.21904,0.3081262,-0.0291692,1.202898,0.2955402,-0.0462372,1.216422,0.3040168,-0.09969208,1.209312,0.2795753,-0.1099738,1.220955,0.2721007,-0.1129043,1.219418,0.2953155,-0.126296,1.199988,0.3296787,-0.1212382,1.217855,0.3123248,-0.09956996,1.207319,0.2972364,-0.08808137,1.223254,0.2773595,-0.06469482,1.224275,0.2790958,-0.02937637,1.206625,0.2748744,-0.04652224,1.22155,0.2755799,-0.07512175,1.20789,0.3032686
22,-0.186495,0.9464473,0.1095244,-0.2423638,0.8574214,0.1319802,-0.09112965,0.9024414,0.08671919,-0.2206601,1.040024,0.08844303,-0.2960975,0.4423386,0.2792931,0.09417567,0.5189397,0.2111017,-0.2514975,1.134472,0.07687561,-0.3597489,0.08728439,0.0182223,0.1976868,0.1174745,0.04867093,-0.2777393,1.223745,0.07121908,-0.3700909,-3.33786E-06,0.1248265,0.2079205,-3.516674E-06,0.1206765,-0.3483579,1.321326,0.08459891,-0.3184476,1.387386,0.07410864,-0.2676775,1.342063,0.04697746,-0.4488531,1.2875,0.1070063,-0.3175987,1.474524,0.1181591,-0.1901596,1.347573,-0.02856877,-0.4565515,1.049537,0.251329,0.008821651,1.156635,-0.06683354,-0.2190703,1.203972,0.2535191,-0.1051508,1.208142,0.1873505,-0.1277338,1.226036,0.2560243,-0.1287521,1.220792,0.2789801,-0.1472496,1.196331,0.3062537,-0.1356647,1.211005,0.2939088,-0.1870602,1.207089,0.2302504,-0.127747,1.22888,0.2761928,-0.1046423,1.227595,0.2806683,-0.0701053,1.208375,0.2696153,-0.08709059,1.220573,0.277655,-0.1354211,1.20681,0.2129716,-0.1232096,1.191516,0.2434999,-0.1242178,1.186272,0.266458,-0.143337,1.161914,0.2964472,-0.131813,1.181616,0.2832461,-0.1475342,1.193388,0.2320287,-0.1348751,1.192584,0.2752956,-0.1117704,1.191299,0.2797711,-0.07704082,1.17306,0.2687424,-0.09360079,1.187424,0.2768356,-0.1453688,1.186317,0.2481267,-0.1511686,1.194351,0.2387564,-0.1531579,1.189207,0.261548,-0.1639385,1.164003,0.292952,-0.1607531,1.184551,0.2783362,-0.1389563,1.177977,0.2613109,-0.1325568,1.199347,0.2477067,-0.1093709,1.198298,0.2512141,-0.07533263,1.178043,0.2484137,-0.09125026,1.19428,0.2488625,-0.1229205,1.181402,0.2734052
23,-0.1910594,0.9269442,0.100385,-0.2475628,0.8377541,0.1204766,-0.09542386,0.8830052,0.07860533,-0.2245872,1.020934,0.08013764,-0.2979225,0.432135,0.2931587,0.08910887,0.5051451,0.2202109,-0.2540633,1.116127,0.07148564,-0.3594689,0.08728576,0.01826961,0.1968684,0.1119675,0.04112472,-0.2788894,1.205975,0.07038277,-0.3701153,-1.728535E-06,0.1248442,0.2082579,-7.706881E-05,0.1211679,-0.3480826,1.303619,0.08951624,-0.3167405,1.369685,0.08488145,-0.2661005,1.325581,0.05558498,-0.4491702,1.26652,0.1017846,-0.3161765,1.45412,0.1339194,-0.188003,1.333014,-0.01919556,-0.4935381,1.015266,0.213222,-0.002313897,1.132159,-0.07107764,-0.257946,1.171831,0.2285939,-0.1383579,1.185885,0.1715288,-0.1679477,1.198071,0.2354675,-0.1688583,1.189668,0.2574692,-0.1862236,1.160752,0.2808498,-0.1753493,1.17757,0.2708091,-0.2259727,1.179788,0.206454,-0.1687652,1.204427,0.2585069,-0.1464359,1.201111,0.2652826,-0.1124394,1.179707,0.2568857,-0.1292341,1.192853,0.2637448,-0.1712216,1.18584,0.1937656,-0.1614811,1.165888,0.2183953,-0.1623816,1.157486,0.2403994,-0.1803939,1.128265,0.2664746,-0.1698439,1.150172,0.2562747,-0.1857828,1.168053,0.206927,-0.1784398,1.168888,0.2549822,-0.1561105,1.165572,0.261758,-0.1218525,1.145129,0.2534563,-0.1380701,1.160396,0.2605257,-0.1863897,1.164678,0.2265812,-0.189515,1.167889,0.213668,-0.1913992,1.159557,0.2355062,-0.2010504,1.129739,0.2629913,-0.1988614,1.152242,0.2513816,-0.1766137,1.149222,0.2339433,-0.1726719,1.176652,0.2281734,-0.1501402,1.173608,0.2340086,-0.1176025,1.15085,0.2337025,-0.1322219,1.168267,0.2333436,-0.1672178,1.156884,0.2537616
